school_id,pupil_id,grade,Fluency,Kiswahili,Math,attendance_records,present_records,region,province,tutoring_program,teacher_id,lesson_completion_rate,pupil_percent_present,Fluency_encoding
792,18568,Grade 1,33.0,0.5428571701049805,0.6666666865348816,95,65,Siaya,Nyanza,No,545,0.809248554913295,68.42,0
792,18748,Grade 3,219.0,0.9142857193946838,0.9666666388511658,48,37,Siaya,Nyanza,No,669,0.882136279926335,77.08,0
792,18765,Grade 5,221.0,0.8999999761581421,0.8399999737739563,46,30,Siaya,Nyanza,No,259,0.964285714285714,65.22,0
792,19031,Grade 3,225.0,0.9714285731315613,1.0,104,80,Siaya,Nyanza,No,669,0.882136279926335,76.92,0
792,19371,Grade 2,23.0,0.8285714387893677,0.4333333373069763,96,57,Siaya,Nyanza,No,201,0.876425855513308,59.38,0
792,19524,Grade 5,221.0,0.8500000238418579,0.6000000238418579,46,36,Siaya,Nyanza,No,259,0.964285714285714,78.26,0
792,19593,Grade 1,,,,83,57,Siaya,Nyanza,No,545,0.809248554913295,68.67,0
792,20164,Grade 3,200.0,0.800000011920929,0.800000011920929,104,92,Siaya,Nyanza,No,669,0.882136279926335,88.46,0
792,20208,Grade 3,200.0,0.8285714387893677,0.7333333492279053,104,88,Siaya,Nyanza,No,669,0.882136279926335,84.62,0
792,20897,Grade 2,12.0,0.8857142925262451,0.7333333492279053,96,60,Siaya,Nyanza,No,201,0.876425855513308,62.5,0
792,21022,Grade 3,199.0,0.8285714387893677,0.9333333373069763,104,71,Siaya,Nyanza,No,669,0.882136279926335,68.27,0
792,21052,Grade 2,37.0,0.6285714507102966,0.46666666865348816,96,79,Siaya,Nyanza,No,201,0.876425855513308,82.29,0
792,21154,Grade 3,200.0,0.9142857193946838,0.8666666746139526,48,43,Siaya,Nyanza,No,669,0.882136279926335,89.58,0
792,21503,Grade 1,76.0,0.8571428656578064,0.9666666388511658,95,64,Siaya,Nyanza,No,545,0.809248554913295,67.37,0
792,22404,Grade 5,210.0,0.75,0.8999999761581421,46,44,Siaya,Nyanza,No,259,0.964285714285714,95.65,0
792,22453,Grade 2,45.0,0.7428571581840515,0.4333333373069763,96,59,Siaya,Nyanza,No,201,0.876425855513308,61.46,0
792,22862,Grade 5,221.0,0.875,0.800000011920929,46,35,Siaya,Nyanza,No,259,0.964285714285714,76.09,0
792,22925,Grade 4,250.0,0.8600000143051147,0.800000011920929,92,77,Siaya,Nyanza,No,258,0.79874213836478,83.7,0
792,22993,Grade 5,221.0,0.875,0.6800000071525574,46,30,Siaya,Nyanza,No,259,0.964285714285714,65.22,0
792,23268,Grade 4,258.0,0.8799999952316284,0.800000011920929,42,36,Siaya,Nyanza,No,258,0.79874213836478,85.71,0
792,23851,Grade 3,223.0,0.8571428656578064,0.8666666746139526,104,64,Siaya,Nyanza,No,669,0.882136279926335,61.54,0
792,23962,Grade 3,221.0,0.9714285731315613,1.0,104,89,Siaya,Nyanza,No,669,0.882136279926335,85.58,0
792,24152,Grade 4,169.0,0.4399999976158142,0.4399999976158142,42,36,Siaya,Nyanza,No,258,0.79874213836478,85.71,0
792,24226,Grade 4,250.0,0.8600000143051147,0.8799999952316284,42,38,Siaya,Nyanza,No,258,0.79874213836478,90.48,0
792,24342,Grade 2,,,,96,47,Siaya,Nyanza,No,201,0.876425855513308,48.96,0
792,24379,Grade 2,,,,96,34,Siaya,Nyanza,No,201,0.876425855513308,35.42,0
792,24849,Grade 5,,,,86,40,Siaya,Nyanza,No,259,0.964285714285714,46.51,0
792,25108,Grade 3,173.0,0.6285714507102966,0.6333333253860474,104,94,Siaya,Nyanza,No,669,0.882136279926335,90.38,0
792,25450,Grade 3,179.0,0.8285714387893677,0.8333333134651184,48,46,Siaya,Nyanza,No,669,0.882136279926335,95.83,0
792,26051,Grade 2,130.0,0.5714285969734192,0.20000000298023224,96,74,Siaya,Nyanza,No,201,0.876425855513308,77.08,0
792,26062,Grade 3,219.0,0.9428571462631226,0.9666666388511658,48,17,Siaya,Nyanza,No,669,0.882136279926335,35.42,0
792,26254,Grade 5,221.0,0.800000011920929,0.800000011920929,46,32,Siaya,Nyanza,No,259,0.964285714285714,69.57,0
792,26340,Grade 2,,,,96,38,Siaya,Nyanza,No,201,0.876425855513308,39.58,0
792,26390,Grade 2,95.0,0.8285714387893677,0.5333333611488342,96,84,Siaya,Nyanza,No,201,0.876425855513308,87.5,0
